#
# $FreeBSD$
#
#    Name:     cp949 to Unicode table
#    Unicode version: 2.0
#    Table version: 2.01
#    Table format:  Format A
#    Date:          1/7/2000
#
#    Contact:       Shawn.Steele@microsoft.com
#
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the cp949 code (in hex)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in cp949 order
#
0x00	0x0000	#NULL
0x95FE	0xBEB7	#HANGUL SYLLABLE SSANGPIEUP YAE KIYEOKSIOS
0x9641	0xBEB8	#HANGUL SYLLABLE SSANGPIEUP YAE NIEUN
0x9642	0xBEB9	#HANGUL SYLLABLE SSANGPIEUP YAE NIEUNCIEUC
0x9643	0xBEBA	#HANGUL SYLLABLE SSANGPIEUP YAE NIEUNHIEUH
0x9644	0xBEBB	#HANGUL SYLLABLE SSANGPIEUP YAE TIKEUT
0x9645	0xBEBC	#HANGUL SYLLABLE SSANGPIEUP YAE RIEUL
0x9646	0xBEBD	#HANGUL SYLLABLE SSANGPIEUP YAE RIEULKIYEOK
0x9647	0xBEBE	#HANGUL SYLLABLE SSANGPIEUP YAE RIEULMIEUM
0x9648	0xBEBF	#HANGUL SYLLABLE SSANGPIEUP YAE RIEULPIEUP
0x9649	0xBEC0	#HANGUL SYLLABLE SSANGPIEUP YAE RIEULSIOS
0x964A	0xBEC1	#HANGUL SYLLABLE SSANGPIEUP YAE RIEULTHIEUTH
0x964B	0xBEC2	#HANGUL SYLLABLE SSANGPIEUP YAE RIEULPHIEUPH
0x964C	0xBEC3	#HANGUL SYLLABLE SSANGPIEUP YAE RIEULHIEUH
0x964D	0xBEC4	#HANGUL SYLLABLE SSANGPIEUP YAE MIEUM
0x964E	0xBEC5	#HANGUL SYLLABLE SSANGPIEUP YAE PIEUP
0x964F	0xBEC6	#HANGUL SYLLABLE SSANGPIEUP YAE PIEUPSIOS
0x9650	0xBEC7	#HANGUL SYLLABLE SSANGPIEUP YAE SIOS
0x9651	0xBEC8	#HANGUL SYLLABLE SSANGPIEUP YAE SSANGSIOS
0x9652	0xBEC9	#HANGUL SYLLABLE SSANGPIEUP YAE IEUNG
0x9653	0xBECA	#HANGUL SYLLABLE SSANGPIEUP YAE CIEUC
0x9654	0xBECB	#HANGUL SYLLABLE SSANGPIEUP YAE CHIEUCH
0x9655	0xBECC	#HANGUL SYLLABLE SSANGPIEUP YAE KHIEUKH
0x9656	0xBECD	#HANGUL SYLLABLE SSANGPIEUP YAE THIEUTH
0x9657	0xBECE	#HANGUL SYLLABLE SSANGPIEUP YAE PHIEUPH
0x9658	0xBECF	#HANGUL SYLLABLE SSANGPIEUP YAE HIEUH
0x9659	0xBED2	#HANGUL SYLLABLE SSANGPIEUP EO SSANGKIYEOK
0x965A	0xBED3	#HANGUL SYLLABLE SSANGPIEUP EO KIYEOKSIOS
0x9661	0xBED5	#HANGUL SYLLABLE SSANGPIEUP EO NIEUNCIEUC
0x9662	0xBED6	#HANGUL SYLLABLE SSANGPIEUP EO NIEUNHIEUH
0x9663	0xBED9	#HANGUL SYLLABLE SSANGPIEUP EO RIEULKIYEOK
0x9664	0xBEDA	#HANGUL SYLLABLE SSANGPIEUP EO RIEULMIEUM
0x9665	0xBEDB	#HANGUL SYLLABLE SSANGPIEUP EO RIEULPIEUP
0x9666	0xBEDC	#HANGUL SYLLABLE SSANGPIEUP EO RIEULSIOS
0x9667	0xBEDD	#HANGUL SYLLABLE SSANGPIEUP EO RIEULTHIEUTH
0x9668	0xBEDE	#HANGUL SYLLABLE SSANGPIEUP EO RIEULPHIEUPH
0x9669	0xBEDF	#HANGUL SYLLABLE SSANGPIEUP EO RIEULHIEUH
0x966A	0xBEE1	#HANGUL SYLLABLE SSANGPIEUP EO PIEUP
0x966B	0xBEE2	#HANGUL SYLLABLE SSANGPIEUP EO PIEUPSIOS
0x966C	0xBEE6	#HANGUL SYLLABLE SSANGPIEUP EO CIEUC
0x966D	0xBEE7	#HANGUL SYLLABLE SSANGPIEUP EO CHIEUCH
0x966E	0xBEE8	#HANGUL SYLLABLE SSANGPIEUP EO KHIEUKH
0x966F	0xBEE9	#HANGUL SYLLABLE SSANGPIEUP EO THIEUTH
0x9670	0xBEEA	#HANGUL SYLLABLE SSANGPIEUP EO PHIEUPH
0x9671	0xBEEB	#HANGUL SYLLABLE SSANGPIEUP EO HIEUH
0x9672	0xBEED	#HANGUL SYLLABLE SSANGPIEUP E KIYEOK
0x9673	0xBEEE	#HANGUL SYLLABLE SSANGPIEUP E SSANGKIYEOK
0x9674	0xBEEF	#HANGUL SYLLABLE SSANGPIEUP E KIYEOKSIOS
0x9675	0xBEF0	#HANGUL SYLLABLE SSANGPIEUP E NIEUN
0x9676	0xBEF1	#HANGUL SYLLABLE SSANGPIEUP E NIEUNCIEUC
0x9677	0xBEF2	#HANGUL SYLLABLE SSANGPIEUP E NIEUNHIEUH
0x9678	0xBEF3	#HANGUL SYLLABLE SSANGPIEUP E TIKEUT
0x9679	0xBEF4	#HANGUL SYLLABLE SSANGPIEUP E RIEUL
0x967A	0xBEF5	#HANGUL SYLLABLE SSANGPIEUP E RIEULKIYEOK
0x9681	0xBEF6	#HANGUL SYLLABLE SSANGPIEUP E RIEULMIEUM
0x9682	0xBEF7	#HANGUL SYLLABLE SSANGPIEUP E RIEULPIEUP
0x9683	0xBEF8	#HANGUL SYLLABLE SSANGPIEUP E RIEULSIOS
0x9684	0xBEF9	#HANGUL SYLLABLE SSANGPIEUP E RIEULTHIEUTH
0x9685	0xBEFA	#HANGUL SYLLABLE SSANGPIEUP E RIEULPHIEUPH
0x9686	0xBEFB	#HANGUL SYLLABLE SSANGPIEUP E RIEULHIEUH
0x9687	0xBEFC	#HANGUL SYLLABLE SSANGPIEUP E MIEUM
0x9688	0xBEFD	#HANGUL SYLLABLE SSANGPIEUP E PIEUP
0x9689	0xBEFE	#HANGUL SYLLABLE SSANGPIEUP E PIEUPSIOS
0x968A	0xBEFF	#HANGUL SYLLABLE SSANGPIEUP E SIOS
0x968B	0xBF00	#HANGUL SYLLABLE SSANGPIEUP E SSANGSIOS
0x968C	0xBF02	#HANGUL SYLLABLE SSANGPIEUP E CIEUC
0x968D	0xBF03	#HANGUL SYLLABLE SSANGPIEUP E CHIEUCH
0x968E	0xBF04	#HANGUL SYLLABLE SSANGPIEUP E KHIEUKH
0x968F	0xBF05	#HANGUL SYLLABLE SSANGPIEUP E THIEUTH
0x9690	0xBF06	#HANGUL SYLLABLE SSANGPIEUP E PHIEUPH
0x9691	0xBF07	#HANGUL SYLLABLE SSANGPIEUP E HIEUH
0x9692	0xBF0A	#HANGUL SYLLABLE SSANGPIEUP YEO SSANGKIYEOK
0x9693	0xBF0B	#HANGUL SYLLABLE SSANGPIEUP YEO KIYEOKSIOS
0x9694	0xBF0C	#HANGUL SYLLABLE SSANGPIEUP YEO NIEUN
0x9695	0xBF0D	#HANGUL SYLLABLE SSANGPIEUP YEO NIEUNCIEUC
0x9696	0xBF0E	#HANGUL SYLLABLE SSANGPIEUP YEO NIEUNHIEUH
0x9697	0xBF0F	#HANGUL SYLLABLE SSANGPIEUP YEO TIKEUT
0x9698	0xBF10	#HANGUL SYLLABLE SSANGPIEUP YEO RIEUL
0x9699	0xBF11	#HANGUL SYLLABLE SSANGPIEUP YEO RIEULKIYEOK
0x969A	0xBF12	#HANGUL SYLLABLE SSANGPIEUP YEO RIEULMIEUM
0x969B	0xBF13	#HANGUL SYLLABLE SSANGPIEUP YEO RIEULPIEUP
0x969C	0xBF14	#HANGUL SYLLABLE SSANGPIEUP YEO RIEULSIOS
0x969D	0xBF15	#HANGUL SYLLABLE SSANGPIEUP YEO RIEULTHIEUTH
0x969E	0xBF16	#HANGUL SYLLABLE SSANGPIEUP YEO RIEULPHIEUPH
0x969F	0xBF17	#HANGUL SYLLABLE SSANGPIEUP YEO RIEULHIEUH
0x96A0	0xBF1A	#HANGUL SYLLABLE SSANGPIEUP YEO PIEUPSIOS
0x96A1	0xBF1E	#HANGUL SYLLABLE SSANGPIEUP YEO CIEUC
0x96A2	0xBF1F	#HANGUL SYLLABLE SSANGPIEUP YEO CHIEUCH
0x96A3	0xBF20	#HANGUL SYLLABLE SSANGPIEUP YEO KHIEUKH
0x96A4	0xBF21	#HANGUL SYLLABLE SSANGPIEUP YEO THIEUTH
0x96A5	0xBF22	#HANGUL SYLLABLE SSANGPIEUP YEO PHIEUPH
0x96A6	0xBF23	#HANGUL SYLLABLE SSANGPIEUP YEO HIEUH
0x96A7	0xBF24	#HANGUL SYLLABLE SSANGPIEUP YE
0x96A8	0xBF25	#HANGUL SYLLABLE SSANGPIEUP YE KIYEOK
0x96A9	0xBF26	#HANGUL SYLLABLE SSANGPIEUP YE SSANGKIYEOK
0x96AA	0xBF27	#HANGUL SYLLABLE SSANGPIEUP YE KIYEOKSIOS
0x96AB	0xBF28	#HANGUL SYLLABLE SSANGPIEUP YE NIEUN
0x96AC	0xBF29	#HANGUL SYLLABLE SSANGPIEUP YE NIEUNCIEUC
0x96AD	0xBF2A	#HANGUL SYLLABLE SSANGPIEUP YE NIEUNHIEUH
0x96AE	0xBF2B	#HANGUL SYLLABLE SSANGPIEUP YE TIKEUT
0x96AF	0xBF2C	#HANGUL SYLLABLE SSANGPIEUP YE RIEUL
0x96B0	0xBF2D	#HANGUL SYLLABLE SSANGPIEUP YE RIEULKIYEOK
0x96B1	0xBF2E	#HANGUL SYLLABLE SSANGPIEUP YE RIEULMIEUM
0x96B2	0xBF2F	#HANGUL SYLLABLE SSANGPIEUP YE RIEULPIEUP
0x96B3	0xBF30	#HANGUL SYLLABLE SSANGPIEUP YE RIEULSIOS
0x96B4	0xBF31	#HANGUL SYLLABLE SSANGPIEUP YE RIEULTHIEUTH
0x96B5	0xBF32	#HANGUL SYLLABLE SSANGPIEUP YE RIEULPHIEUPH
0x96B6	0xBF33	#HANGUL SYLLABLE SSANGPIEUP YE RIEULHIEUH
0x96B7	0xBF34	#HANGUL SYLLABLE SSANGPIEUP YE MIEUM
0x96B8	0xBF35	#HANGUL SYLLABLE SSANGPIEUP YE PIEUP
0x96B9	0xBF36	#HANGUL SYLLABLE SSANGPIEUP YE PIEUPSIOS
0x96BA	0xBF37	#HANGUL SYLLABLE SSANGPIEUP YE SIOS
0x96BB	0xBF38	#HANGUL SYLLABLE SSANGPIEUP YE SSANGSIOS
0x96BC	0xBF39	#HANGUL SYLLABLE SSANGPIEUP YE IEUNG
0x96BD	0xBF3A	#HANGUL SYLLABLE SSANGPIEUP YE CIEUC
0x96BE	0xBF3B	#HANGUL SYLLABLE SSANGPIEUP YE CHIEUCH
0x96BF	0xBF3C	#HANGUL SYLLABLE SSANGPIEUP YE KHIEUKH
0x96C0	0xBF3D	#HANGUL SYLLABLE SSANGPIEUP YE THIEUTH
0x96C1	0xBF3E	#HANGUL SYLLABLE SSANGPIEUP YE PHIEUPH
0x96C2	0xBF3F	#HANGUL SYLLABLE SSANGPIEUP YE HIEUH
0x96C3	0xBF42	#HANGUL SYLLABLE SSANGPIEUP O SSANGKIYEOK
0x96C4	0xBF43	#HANGUL SYLLABLE SSANGPIEUP O KIYEOKSIOS
0x96C5	0xBF45	#HANGUL SYLLABLE SSANGPIEUP O NIEUNCIEUC
0x96C6	0xBF46	#HANGUL SYLLABLE SSANGPIEUP O NIEUNHIEUH
0x96C7	0xBF47	#HANGUL SYLLABLE SSANGPIEUP O TIKEUT
0x96C8	0xBF49	#HANGUL SYLLABLE SSANGPIEUP O RIEULKIYEOK
0x96C9	0xBF4A	#HANGUL SYLLABLE SSANGPIEUP O RIEULMIEUM
0x96CA	0xBF4B	#HANGUL SYLLABLE SSANGPIEUP O RIEULPIEUP
0x96CB	0xBF4C	#HANGUL SYLLABLE SSANGPIEUP O RIEULSIOS
0x96CC	0xBF4D	#HANGUL SYLLABLE SSANGPIEUP O RIEULTHIEUTH
0x96CD	0xBF4E	#HANGUL SYLLABLE SSANGPIEUP O RIEULPHIEUPH
0x96CE	0xBF4F	#HANGUL SYLLABLE SSANGPIEUP O RIEULHIEUH
0x96CF	0xBF52	#HANGUL SYLLABLE SSANGPIEUP O PIEUPSIOS
0x96D0	0xBF53	#HANGUL SYLLABLE SSANGPIEUP O SIOS
0x96D1	0xBF54	#HANGUL SYLLABLE SSANGPIEUP O SSANGSIOS
0x96D2	0xBF56	#HANGUL SYLLABLE SSANGPIEUP O CIEUC
0x96D3	0xBF57	#HANGUL SYLLABLE SSANGPIEUP O CHIEUCH
0x96D4	0xBF58	#HANGUL SYLLABLE SSANGPIEUP O KHIEUKH
0x96D5	0xBF59	#HANGUL SYLLABLE SSANGPIEUP O THIEUTH
0x96D6	0xBF5A	#HANGUL SYLLABLE SSANGPIEUP O PHIEUPH
0x96D7	0xBF5B	#HANGUL SYLLABLE SSANGPIEUP O HIEUH
0x96D8	0xBF5C	#HANGUL SYLLABLE SSANGPIEUP WA
0x96D9	0xBF5D	#HANGUL SYLLABLE SSANGPIEUP WA KIYEOK
0x96DA	0xBF5E	#HANGUL SYLLABLE SSANGPIEUP WA SSANGKIYEOK
0x96DB	0xBF5F	#HANGUL SYLLABLE SSANGPIEUP WA KIYEOKSIOS
0x96DC	0xBF60	#HANGUL SYLLABLE SSANGPIEUP WA NIEUN
0x96DD	0xBF61	#HANGUL SYLLABLE SSANGPIEUP WA NIEUNCIEUC
0x96DE	0xBF62	#HANGUL SYLLABLE SSANGPIEUP WA NIEUNHIEUH
0x96DF	0xBF63	#HANGUL SYLLABLE SSANGPIEUP WA TIKEUT
0x96E0	0xBF64	#HANGUL SYLLABLE SSANGPIEUP WA RIEUL
0x96E1	0xBF65	#HANGUL SYLLABLE SSANGPIEUP WA RIEULKIYEOK
0x96E2	0xBF66	#HANGUL SYLLABLE SSANGPIEUP WA RIEULMIEUM
0x96E3	0xBF67	#HANGUL SYLLABLE SSANGPIEUP WA RIEULPIEUP
0x96E4	0xBF68	#HANGUL SYLLABLE SSANGPIEUP WA RIEULSIOS
0x96E5	0xBF69	#HANGUL SYLLABLE SSANGPIEUP WA RIEULTHIEUTH
0x96E6	0xBF6A	#HANGUL SYLLABLE SSANGPIEUP WA RIEULPHIEUPH
0x96E7	0xBF6B	#HANGUL SYLLABLE SSANGPIEUP WA RIEULHIEUH
0x96E8	0xBF6C	#HANGUL SYLLABLE SSANGPIEUP WA MIEUM
0x96E9	0xBF6D	#HANGUL SYLLABLE SSANGPIEUP WA PIEUP
0x96EA	0xBF6E	#HANGUL SYLLABLE SSANGPIEUP WA PIEUPSIOS
0x96EB	0xBF6F	#HANGUL SYLLABLE SSANGPIEUP WA SIOS
0x96EC	0xBF70	#HANGUL SYLLABLE SSANGPIEUP WA SSANGSIOS
0x96ED	0xBF71	#HANGUL SYLLABLE SSANGPIEUP WA IEUNG
0x96EE	0xBF72	#HANGUL SYLLABLE SSANGPIEUP WA CIEUC
0x96EF	0xBF73	#HANGUL SYLLABLE SSANGPIEUP WA CHIEUCH
0x96F0	0xBF74	#HANGUL SYLLABLE SSANGPIEUP WA KHIEUKH
0x96F1	0xBF75	#HANGUL SYLLABLE SSANGPIEUP WA THIEUTH
0x96F2	0xBF76	#HANGUL SYLLABLE SSANGPIEUP WA PHIEUPH
0x96F3	0xBF77	#HANGUL SYLLABLE SSANGPIEUP WA HIEUH
0x96F4	0xBF78	#HANGUL SYLLABLE SSANGPIEUP WAE
0x96F5	0xBF79	#HANGUL SYLLABLE SSANGPIEUP WAE KIYEOK
0x96F6	0xBF7A	#HANGUL SYLLABLE SSANGPIEUP WAE SSANGKIYEOK
0x96F7	0xBF7B	#HANGUL SYLLABLE SSANGPIEUP WAE KIYEOKSIOS
0x96F8	0xBF7C	#HANGUL SYLLABLE SSANGPIEUP WAE NIEUN
0x96F9	0xBF7D	#HANGUL SYLLABLE SSANGPIEUP WAE NIEUNCIEUC
0x96FA	0xBF7E	#HANGUL SYLLABLE SSANGPIEUP WAE NIEUNHIEUH
0x96FB	0xBF7F	#HANGUL SYLLABLE SSANGPIEUP WAE TIKEUT
0x96FC	0xBF80	#HANGUL SYLLABLE SSANGPIEUP WAE RIEUL
0x96FD	0xBF81	#HANGUL SYLLABLE SSANGPIEUP WAE RIEULKIYEOK
0x96FE	0xBF82	#HANGUL SYLLABLE SSANGPIEUP WAE RIEULMIEUM
0x9741	0xBF83	#HANGUL SYLLABLE SSANGPIEUP WAE RIEULPIEUP
0x9742	0xBF84	#HANGUL SYLLABLE SSANGPIEUP WAE RIEULSIOS
0x9743	0xBF85	#HANGUL SYLLABLE SSANGPIEUP WAE RIEULTHIEUTH
0x9744	0xBF86	#HANGUL SYLLABLE SSANGPIEUP WAE RIEULPHIEUPH
0x9745	0xBF87	#HANGUL SYLLABLE SSANGPIEUP WAE RIEULHIEUH
0x9746	0xBF88	#HANGUL SYLLABLE SSANGPIEUP WAE MIEUM
0x9747	0xBF89	#HANGUL SYLLABLE SSANGPIEUP WAE PIEUP
0x9748	0xBF8A	#HANGUL SYLLABLE SSANGPIEUP WAE PIEUPSIOS
0x9749	0xBF8B	#HANGUL SYLLABLE SSANGPIEUP WAE SIOS
0x974A	0xBF8C	#HANGUL SYLLABLE SSANGPIEUP WAE SSANGSIOS
0x974B	0xBF8D	#HANGUL SYLLABLE SSANGPIEUP WAE IEUNG
0x974C	0xBF8E	#HANGUL SYLLABLE SSANGPIEUP WAE CIEUC
0x974D	0xBF8F	#HANGUL SYLLABLE SSANGPIEUP WAE CHIEUCH
0x974E	0xBF90	#HANGUL SYLLABLE SSANGPIEUP WAE KHIEUKH
0x974F	0xBF91	#HANGUL SYLLABLE SSANGPIEUP WAE THIEUTH
0x9750	0xBF92	#HANGUL SYLLABLE SSANGPIEUP WAE PHIEUPH
0x9751	0xBF93	#HANGUL SYLLABLE SSANGPIEUP WAE HIEUH
0x9752	0xBF95	#HANGUL SYLLABLE SSANGPIEUP OE KIYEOK
0x9753	0xBF96	#HANGUL SYLLABLE SSANGPIEUP OE SSANGKIYEOK
0x9754	0xBF97	#HANGUL SYLLABLE SSANGPIEUP OE KIYEOKSIOS
0x9755	0xBF98	#HANGUL SYLLABLE SSANGPIEUP OE NIEUN
0x9756	0xBF99	#HANGUL SYLLABLE SSANGPIEUP OE NIEUNCIEUC
0x9757	0xBF9A	#HANGUL SYLLABLE SSANGPIEUP OE NIEUNHIEUH
0x9758	0xBF9B	#HANGUL SYLLABLE SSANGPIEUP OE TIKEUT
0x9759	0xBF9C	#HANGUL SYLLABLE SSANGPIEUP OE RIEUL
0x975A	0xBF9D	#HANGUL SYLLABLE SSANGPIEUP OE RIEULKIYEOK
0x9761	0xBF9E	#HANGUL SYLLABLE SSANGPIEUP OE RIEULMIEUM
0x9762	0xBF9F	#HANGUL SYLLABLE SSANGPIEUP OE RIEULPIEUP
0x9763	0xBFA0	#HANGUL SYLLABLE SSANGPIEUP OE RIEULSIOS
0x9764	0xBFA1	#HANGUL SYLLABLE SSANGPIEUP OE RIEULTHIEUTH
0x9765	0xBFA2	#HANGUL SYLLABLE SSANGPIEUP OE RIEULPHIEUPH
0x9766	0xBFA3	#HANGUL SYLLABLE SSANGPIEUP OE RIEULHIEUH
0x9767	0xBFA4	#HANGUL SYLLABLE SSANGPIEUP OE MIEUM
0x9768	0xBFA5	#HANGUL SYLLABLE SSANGPIEUP OE PIEUP
0x9769	0xBFA6	#HANGUL SYLLABLE SSANGPIEUP OE PIEUPSIOS
0x976A	0xBFA7	#HANGUL SYLLABLE SSANGPIEUP OE SIOS
0x976B	0xBFA8	#HANGUL SYLLABLE SSANGPIEUP OE SSANGSIOS
0x976C	0xBFA9	#HANGUL SYLLABLE SSANGPIEUP OE IEUNG
0x976D	0xBFAA	#HANGUL SYLLABLE SSANGPIEUP OE CIEUC
0x976E	0xBFAB	#HANGUL SYLLABLE SSANGPIEUP OE CHIEUCH
0x976F	0xBFAC	#HANGUL SYLLABLE SSANGPIEUP OE KHIEUKH
0x9770	0xBFAD	#HANGUL SYLLABLE SSANGPIEUP OE THIEUTH
0x9771	0xBFAE	#HANGUL SYLLABLE SSANGPIEUP OE PHIEUPH
0x9772	0xBFAF	#HANGUL SYLLABLE SSANGPIEUP OE HIEUH
0x9773	0xBFB1	#HANGUL SYLLABLE SSANGPIEUP YO KIYEOK
0x9774	0xBFB2	#HANGUL SYLLABLE SSANGPIEUP YO SSANGKIYEOK
0x9775	0xBFB3	#HANGUL SYLLABLE SSANGPIEUP YO KIYEOKSIOS
0x9776	0xBFB4	#HANGUL SYLLABLE SSANGPIEUP YO NIEUN
0x9777	0xBFB5	#HANGUL SYLLABLE SSANGPIEUP YO NIEUNCIEUC
0x9778	0xBFB6	#HANGUL SYLLABLE SSANGPIEUP YO NIEUNHIEUH
0x9779	0xBFB7	#HANGUL SYLLABLE SSANGPIEUP YO TIKEUT
0x977A	0xBFB8	#HANGUL SYLLABLE SSANGPIEUP YO RIEUL
0x9781	0xBFB9	#HANGUL SYLLABLE SSANGPIEUP YO RIEULKIYEOK
0x9782	0xBFBA	#HANGUL SYLLABLE SSANGPIEUP YO RIEULMIEUM
0x9783	0xBFBB	#HANGUL SYLLABLE SSANGPIEUP YO RIEULPIEUP
0x9784	0xBFBC	#HANGUL SYLLABLE SSANGPIEUP YO RIEULSIOS
0x9785	0xBFBD	#HANGUL SYLLABLE SSANGPIEUP YO RIEULTHIEUTH
0x9786	0xBFBE	#HANGUL SYLLABLE SSANGPIEUP YO RIEULPHIEUPH
0x9787	0xBFBF	#HANGUL SYLLABLE SSANGPIEUP YO RIEULHIEUH
0x9788	0xBFC0	#HANGUL SYLLABLE SSANGPIEUP YO MIEUM
0x9789	0xBFC1	#HANGUL SYLLABLE SSANGPIEUP YO PIEUP
0x978A	0xBFC2	#HANGUL SYLLABLE SSANGPIEUP YO PIEUPSIOS
0x978B	0xBFC3	#HANGUL SYLLABLE SSANGPIEUP YO SIOS
0x978C	0xBFC4	#HANGUL SYLLABLE SSANGPIEUP YO SSANGSIOS
0x978D	0xBFC6	#HANGUL SYLLABLE SSANGPIEUP YO CIEUC
0x978E	0xBFC7	#HANGUL SYLLABLE SSANGPIEUP YO CHIEUCH
0x978F	0xBFC8	#HANGUL SYLLABLE SSANGPIEUP YO KHIEUKH
0x9790	0xBFC9	#HANGUL SYLLABLE SSANGPIEUP YO THIEUTH
0x9791	0xBFCA	#HANGUL SYLLABLE SSANGPIEUP YO PHIEUPH
0x9792	0xBFCB	#HANGUL SYLLABLE SSANGPIEUP YO HIEUH
0x9793	0xBFCE	#HANGUL SYLLABLE SSANGPIEUP U SSANGKIYEOK
0x9794	0xBFCF	#HANGUL SYLLABLE SSANGPIEUP U KIYEOKSIOS
0x9795	0xBFD1	#HANGUL SYLLABLE SSANGPIEUP U NIEUNCIEUC
0x9796	0xBFD2	#HANGUL SYLLABLE SSANGPIEUP U NIEUNHIEUH
0x9797	0xBFD3	#HANGUL SYLLABLE SSANGPIEUP U TIKEUT
0x9798	0xBFD5	#HANGUL SYLLABLE SSANGPIEUP U RIEULKIYEOK
0x9799	0xBFD6	#HANGUL SYLLABLE SSANGPIEUP U RIEULMIEUM
0x979A	0xBFD7	#HANGUL SYLLABLE SSANGPIEUP U RIEULPIEUP
0x979B	0xBFD8	#HANGUL SYLLABLE SSANGPIEUP U RIEULSIOS
0x979C	0xBFD9	#HANGUL SYLLABLE SSANGPIEUP U RIEULTHIEUTH
0x979D	0xBFDA	#HANGUL SYLLABLE SSANGPIEUP U RIEULPHIEUPH
0x979E	0xBFDB	#HANGUL SYLLABLE SSANGPIEUP U RIEULHIEUH
0x979F	0xBFDD	#HANGUL SYLLABLE SSANGPIEUP U PIEUP
0x97A0	0xBFDE	#HANGUL SYLLABLE SSANGPIEUP U PIEUPSIOS
0x97A1	0xBFE0	#HANGUL SYLLABLE SSANGPIEUP U SSANGSIOS
0x97A2	0xBFE2	#HANGUL SYLLABLE SSANGPIEUP U CIEUC
0x97A3	0xBFE3	#HANGUL SYLLABLE SSANGPIEUP U CHIEUCH
0x97A4	0xBFE4	#HANGUL SYLLABLE SSANGPIEUP U KHIEUKH
0x97A5	0xBFE5	#HANGUL SYLLABLE SSANGPIEUP U THIEUTH
0x97A6	0xBFE6	#HANGUL SYLLABLE SSANGPIEUP U PHIEUPH
0x97A7	0xBFE7	#HANGUL SYLLABLE SSANGPIEUP U HIEUH
0x97A8	0xBFE8	#HANGUL SYLLABLE SSANGPIEUP WEO
0x97A9	0xBFE9	#HANGUL SYLLABLE SSANGPIEUP WEO KIYEOK
0x97AA	0xBFEA	#HANGUL SYLLABLE SSANGPIEUP WEO SSANGKIYEOK
0x97AB	0xBFEB	#HANGUL SYLLABLE SSANGPIEUP WEO KIYEOKSIOS
0x97AC	0xBFEC	#HANGUL SYLLABLE SSANGPIEUP WEO NIEUN
0x97AD	0xBFED	#HANGUL SYLLABLE SSANGPIEUP WEO NIEUNCIEUC
0x97AE	0xBFEE	#HANGUL SYLLABLE SSANGPIEUP WEO NIEUNHIEUH
0x97AF	0xBFEF	#HANGUL SYLLABLE SSANGPIEUP WEO TIKEUT
0x97B0	0xBFF0	#HANGUL SYLLABLE SSANGPIEUP WEO RIEUL
0x97B1	0xBFF1	#HANGUL SYLLABLE SSANGPIEUP WEO RIEULKIYEOK
0x97B2	0xBFF2	#HANGUL SYLLABLE SSANGPIEUP WEO RIEULMIEUM
0x97B3	0xBFF3	#HANGUL SYLLABLE SSANGPIEUP WEO RIEULPIEUP
0x97B4	0xBFF4	#HANGUL SYLLABLE SSANGPIEUP WEO RIEULSIOS
0x97B5	0xBFF5	#HANGUL SYLLABLE SSANGPIEUP WEO RIEULTHIEUTH
0x97B6	0xBFF6	#HANGUL SYLLABLE SSANGPIEUP WEO RIEULPHIEUPH
0x97B7	0xBFF7	#HANGUL SYLLABLE SSANGPIEUP WEO RIEULHIEUH
0x97B8	0xBFF8	#HANGUL SYLLABLE SSANGPIEUP WEO MIEUM
0x97B9	0xBFF9	#HANGUL SYLLABLE SSANGPIEUP WEO PIEUP
0x97BA	0xBFFA	#HANGUL SYLLABLE SSANGPIEUP WEO PIEUPSIOS
0x97BB	0xBFFB	#HANGUL SYLLABLE SSANGPIEUP WEO SIOS
0x97BC	0xBFFC	#HANGUL SYLLABLE SSANGPIEUP WEO SSANGSIOS
0x97BD	0xBFFD	#HANGUL SYLLABLE SSANGPIEUP WEO IEUNG
0x97BE	0xBFFE	#HANGUL SYLLABLE SSANGPIEUP WEO CIEUC
0x97BF	0xBFFF	#HANGUL SYLLABLE SSANGPIEUP WEO CHIEUCH
0x97C0	0xC000	#HANGUL SYLLABLE SSANGPIEUP WEO KHIEUKH
0x97C1	0xC001	#HANGUL SYLLABLE SSANGPIEUP WEO THIEUTH
0x97C2	0xC002	#HANGUL SYLLABLE SSANGPIEUP WEO PHIEUPH
0x97C3	0xC003	#HANGUL SYLLABLE SSANGPIEUP WEO HIEUH
0x97C4	0xC004	#HANGUL SYLLABLE SSANGPIEUP WE
0x97C5	0xC005	#HANGUL SYLLABLE SSANGPIEUP WE KIYEOK
0x97C6	0xC006	#HANGUL SYLLABLE SSANGPIEUP WE SSANGKIYEOK
0x97C7	0xC007	#HANGUL SYLLABLE SSANGPIEUP WE KIYEOKSIOS
0x97C8	0xC008	#HANGUL SYLLABLE SSANGPIEUP WE NIEUN
0x97C9	0xC009	#HANGUL SYLLABLE SSANGPIEUP WE NIEUNCIEUC
0x97CA	0xC00A	#HANGUL SYLLABLE SSANGPIEUP WE NIEUNHIEUH
0x97CB	0xC00B	#HANGUL SYLLABLE SSANGPIEUP WE TIKEUT
0x97CC	0xC00C	#HANGUL SYLLABLE SSANGPIEUP WE RIEUL
